Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
curtainDrapesRightHalfTopWhite,blocks,Block,,,,"White Drapes, Right Half Top",,,"Cortinas blancas, parte superior derecha",,,,,,,,,,
curtainDrapesRightHalfTopYellow,blocks,Block,,,,"Yellow Drapes, Right Half Top",,,"Cortinas amarillas, parte superior derecha",,,,,,,,,,
curtainDrapesRod1m,blocks,Block,,,,Curtain Rod,,,Barra de cortina,,,,,,,,,,
decoBasketBallHoop,blocks,Block,,,,Basketball Hoop,,,Aro de baloncesto,,,,,,,,,,
decoBenchPress,blocks,Block,,,,Bench Press,,,Banco de ejercicio,,,,,,,,,,
decoBucket,blocks,Block,,,,Bucket,,,Balde,,,,,,,,,,
decoCarBackBumperFlipped,blocks,Block,,,,Car Back Bumper Flipped,,,Parachoques trasero de coche dado vuelta,,,,,,,,,,
decoCarBackBumperUpright,blocks,Block,,,,Car Back Bumper Upright,,,Parachoques trasero de coche hacia arriba,,,,,,,,,,
decoCarBackDoorFlat,blocks,Block,,,,Car Back Door Flat,,,Puerta trasera de coche hacia arriba,,,,,,,,,,
decoCarBackDoorFlipped,blocks,Block,,,,Car Back Door Flipped,,,Puerta trasera de coche dada vuelta,,,,,,,,,,
decoCarFenderFlat,blocks,Block,,,,Car Fender Flat,,,Defensa de coche hacia arriba,,,,,,,,,,
decoCarFenderFlipped,blocks,Block,,,,Car Fender Flipped,,,Defensa de coche dada vuelta,,,,,,,,,,
decoCarFrontBumperFlat,blocks,Block,,,,Car Front Bumper Flat,,,Parachoques delantero de coche hacia arriba,,,,,,,,,,
decoCarFrontBumperFlipped,blocks,Block,,,,Car Front Bumper Flipped,,,Parachoques delantero de coche dado vuelta,,,,,,,,,,
decoCarFrontDoorFlat,blocks,Block,,,,Car Front Door Flat,,,Puerta delantera de coche hacia arriba,,,,,,,,,,
decoCarFrontDoorFlipped,blocks,Block,,,,Car Front Door Flipped,,,Puerta delantera de coche dada vuelta,,,,,,,,,,
decoCarHoodFlat,blocks,Block,,,,Car Hood Flat,,,Capó de coche hacia arriba,,,,,,,,,,
decoCarHoodFlipped,blocks,Block,,,,Car Hood Flipped,,,Capó de coche dado vuelta,,,,,,,,,,
decoCarMotorFlat,blocks,Block,,,,Car Motor Flat,,,Motor de coche hacia arriba,,,,,,,,,,
decoCarMotorFlipped,blocks,Block,,,,Car Motor Flipped,,,Motor de coche dado vuelta,,,,,,,,,,
decoCarPartsRamp,blocks,Block,,,,Car Parts Ramp,,,Rampa de partes de coche,,,,,,,,,,
decoCarRadiatorFlat,blocks,Block,,,,Car Radiator Flat,,,Radiador de coche hacia arriba,,,,,,,,,,
decoCarRadiatorFlipped,blocks,Block,,,,Car Radiator Flipped,,,Radiador de coche dado vuelta,,,,,,,,,,
decoCarSeatFlipped,blocks,Block,,,,Car Seat Flipped,,,Asiento de coche dado vuelta,,,,,,,,,,
decoCarSeatUpright,blocks,Block,,,,Car Seat Upright,,,Asiento de coche hacia arriba,,,,,,,,,,
decoCarTire02GroupDesc,blocks,Block,,,,"Like the normal tire set, but these will drop down and sit on shapes and objects < 1m.",,,"Como el conjunto de ruedas normal, pero estos caerán y se asentarán sobre formas y objetos menores a 1 m.",,,,,,,,,,
decoCarTireFlat,blocks,Block,,,,Car Tire Flat,,,Rueda de coche pinchada,,,,,,,,,,
decoCarTireFlat02,blocks,Block,,,,Car Tire Flat 02,,,Rueda de coche pinchada 02,,,,,,,,,,
decoCarTirePile,blocks,Block,,,,Car Tire Pile,,,Montón de ruedas de coche,,,,,,,,,,
decoCarTirePile02,blocks,Block,,,,Car Tire Pile 02,,,Montón de ruedas de coche 02,,,,,,,,,,
decoCarTireSmallFlat,blocks,Block,,,,Car Tire Small Flat,,,Rueda pequeña de coche pinchada,,,,,,,,,,
decoCarTireSmallFlat02,blocks,Block,,,,Car Tire Small Flat 02,,,Rueda de coche pequeña pinchada 02,,,,,,,,,,
decoCarTireStack,blocks,Block,,,,Car Tire Stack,,,Pila de ruedas de coche pinchadas,,,,,,,,,,
decoCarTireStack02,blocks,Block,,,,Car Tire Stack 02,,,Pila de ruedas de coche 02,,,,,,,,,,
decoCarTrunkLidFlat,blocks,Block,,,,Car Trunk Lid Flat,,,Cubierta de camión hacia arriba,,,,,,,,,,
decoCarTrunkLidFlipped,blocks,Block,,,,Car Trunk Lid Flipped,,,Cubierta de camión dada vuelta,,,,,,,,,,
decoCarWheelFlat,blocks,Block,,,,Car Wheel Flat,,,Volante de coche hacia arriba,,,,,,,,,,
decoCarWheelFlat02,blocks,Block,,,,Car Wheel Flat 02,,,Rueda de coche hacia pinchada 02,,,,,,,,,,
decoCarWheelOffset01,blocks,Block,,,,Car Wheel,,,Rueda de coche,,,,,,,,,,
decoCarWheelOffset02,blocks,Block,,,,Car Wheel Front Offset,,,Rueda de coche de frente inclinada,,,,,,,,,,
decoCarWheelOffset03,blocks,Block,,,,Car Wheel Lower Offset,,,Rueda de coche baja inclinada,,,,,,,,,,
decoCaulk,blocks,Block,,,,Caulk,,,Sellador,,,,,,,,,,
decoClassicDogHouse,blocks,Block,,,,Dog House,,,Cucha,,,,,,,,,,
decoClawFootBathTub,blocks,Block,,,,Claw Foot Tub,,,Bañera con patas,,,,,,,,,,
decoComputerDeskTopPC,blocks,Block,,,,Desktop PC,,,PC de escritorio,,,,,,,,,,
decoComputerMonitor,blocks,Block,,,,"Monitor, Screen 1",,,"Monitor, pantalla 1",,,,,,,,,,
decoComputerMonitorKeyboardMouse,blocks,Block,,,,"Monitor / Keyboard / Mouse 01, Screen 1",,,"Monitor/teclado/ratón 01, pantalla 1",,,,,,,,,,
decoComputerMonitorKeyboardMouse2,blocks,Block,,,,"Monitor / Keyboard / Mouse 02, Screen 1",,,"Monitor/teclado/ratón 02, pantalla 1",,,,,,,,,,
decoComputerMonitorKeyboardMouse2Screen2,blocks,Block,,,,"Monitor / Keyboard / Mouse 02, Screen 2",,,"Monitor/teclado/ratón 02, pantalla 2",,,,,,,,,,
decoComputerMonitorKeyboardMousePC,blocks,Block,,,,"Monitor / Keyboard / Mouse / PC, Screen 1",,,"Monitor/teclado/ratón/PC, pantalla 1",,,,,,,,,,
decoComputerMonitorKeyboardMousePCScreen2,blocks,Block,,,,"Monitor / Keyboard / Mouse / PC, Screen 2",,,"Monitor/teclado/ratón/PC, pantalla 2",,,,,,,,,,
decoComputerMonitorKeyboardMouseScreen2,blocks,Block,,,,"Monitor / Keyboard / Mouse 01, Screen 2",,,"Monitor/teclado/ratón 01, pantalla 2",,,,,,,,,,
decoComputerMonitorScreen2,blocks,Block,,,,"Monitor, Screen 2",,,"Monitor, pantalla 2",,,,,,,,,,
decoConcreteBollard,blocks,Block,,,,Concrete Bollard,,,Bolardo de hormigón,,,,,,,,,,
decoConcreteBollardDestroyed01,blocks,Block,,,,Concrete Bollard Destroyed 01,,,Bolardo de hormigón destruido 01,,,,,,,,,,
decoConcreteBollardDestroyed02,blocks,Block,,,,Concrete Bollard Destroyed 02,,,Bolardo de hormigón destruido 02,,,,,,,,,,
decoConcreteBollardDestroyed03,blocks,Block,,,,Concrete Bollard Destroyed 03,,,Bolardo de hormigón destruido 03,,,,,,,,,,
decoCookingPot,blocks,Block,,,,Cooking Pot (POI),,,Olla (PDI),,,,,,,,,,
decoCookingPotRandomLootHelper,blocks,Block,,,,= Cooking Pot = Random Helper,,,= Olla = Asistente aleatorio,,,,,,,,,,
decoCoronaWipes,blocks,Block,,,,Corona Wipes,,,Toallitas Corona,,,,,,,,,,
decoCowSkull,blocks,Block,,,,Cow Skull,,,Calavera de vaca,,,,,,,,,,
decoHandTruck,blocks,Block,,,,Hand Truck,,,Carretilla,,,,,,,,,,
decoHeadphonesBroken,blocks,Block,,,,Broken Headphones,,,Audífonos rotos,,,,,,,,,,
decoHoistChain,blocks,Block,,,,"Hoist Chain, Double",,,Cadena de izado doble,,,,,,,,,,
decoHoistChainSingleCenter,blocks,Block,,,,"Hoist Chain, Single Centered",,,"Cadena de izado, simple centrado",,,,,,,,,,
decoHoistChainSingleCorner,blocks,Block,,,,"Hoist Chain, Single Corner",,,"Cadena de izado, esquina simple",,,,,,,,,,
decoHoistHook,blocks,Block,,,,Hoist Hook,,,Gancho de izado,,,,,,,,,,
decoHoistMagnet,blocks,Block,,,,Hoist Magnet,,,Imán de izado,,,,,,,,,,
decoHoistSpreader,blocks,Block,,,,Hoist Spreader,,,Paleta de izado,,,,,,,,,,
decoHoistTopMount,blocks,Block,,,,Hoist Top Mount,,,Montaje superior de izado,,,,,,,,,,
decoLaptop,blocks,Block,,,,"Laptop Open, Screen 1",,,"Computadora portátil abierta, pantalla 1",,,,,,,,,,
decoLaptopClosed,blocks,Block,,,,Laptop Closed,,,Computadora portátil cerrada,,,,,,,,,,
decoLaptopScreen2,blocks,Block,,,,"Laptop Open, Screen 2",,,"Computadora portátil abierta, pantalla 2",,,,,,,,,,
decoLargePetCage,blocks,Block,,,,Large Pet Cage,,,Jaula para mascotas grande,,,,,,,,,,
decoMannequinFemale,blocks,Block,,,,Mannequin Female,,,Maniquí femenino,,,,,,,,,,
decoMannequinFemaleBroken,blocks,Block,,,,Mannequin Female Broken,,,Maniquí femenino roto,,,,,,,,,,
decoMannequinMale,blocks,Block,,,,Mannequin Male,,,Maniquí masculino,,,,,,,,,,
decoMannequinMaleBroken,blocks,Block,,,,Mannequin Male Broken,,,Maniquí masculino roto,,,,,,,,,,
decoMannequinMilitaryCommando,blocks,Block,,,,Mannequin Military Commando,,,Maniquí de comando militar,,,,,,,,,,
decoMetalBollard,blocks,Block,,,,Metal Bollard,,,Bolardo de metal,,,,,,,,,,
decoMetalBollardDestroyed01,blocks,Block,,,,Metal Bollard Destroyed 01,,,Bolardo de metal destruido 01,,,,,,,,,,
decoMetalSlide,blocks,Block,,,,Metal Slide,,,Tobogán de metal,,,,,,,,,,
decoPicnicTable,blocks,Block,,,,Picnic Table,,,Mesa de pícnic,,,,,,,,,,
decoPoolTable,blocks,Block,,,,Pool Table,,,Mesa de billar,,,,,,,,,,
decoPoolTableBlue,blocks,Block,,,,Pool Table,,,Mesa de billar,,,,,,,,,,
decoPumpkinJackOLantern,blocks,Block,,,,Jack o' Lantern,,,Calabaza de Halloween iluminada,,,,,,,,,,
decoPumpkinJackOLanternDesc,blocks,Block,,,,A must-have for scaring those zombies right back.\n\nCan be placed on tables or other flat surfaces. Used as a light source or as a small source of heat.,,,Un objeto obligatorio para asustar a los zombis al instante.\n\nSe puede colocar sobre mesas u otras superficies planas. Funciona como fuente de luz o como una pequeña fuente de calor.,,,,,,,,,,
decoReptileTerrarium,blocks,Block,,,,Reptile Terrarium,,,Terrario de reptiles,,,,,,,,,,
decoServerRackArmyGreen,blocks,Block,,,,Army Green Server Rack,,,Bastidor de servidores verde militar,,,,,,,,,,
decoServerRackBlue,blocks,Block,,,,Blue Server Rack,,,Bastidor de servidores azul,,,,,,,,,,
decoServerRackBrown,blocks,Block,,,,Brown Server Rack,,,Bastidor de servidores marrón,,,,,,,,,,
decoServerRackGreen,blocks,Block,,,,Green Server Rack,,,Bastidor de servidores verde,,,,,,,,,,
decoServerRackGrey,blocks,Block,,,,Grey Server Rack,,,Bastidor de servidores gris,,,,,,,,,,
decoServerRackOrange,blocks,Block,,,,Orange Server Rack,,,Bastidor de servidores naranja,,,,,,,,,,
decoServerRackRed,blocks,Block,,,,Red Server Rack,,,Bastidor de servidores rojo,,,,,,,,,,
decoServerRackWhite,blocks,Block,,,,White Server Rack,,,Bastidor de servidores blanco,,,,,,,,,,
decoServerRackYellow,blocks,Block,,,,Yellow Server Rack,,,Bastidor de servidores amarillo,,,,,,,,,,
decoSodaCan6Pack,blocks,Block,,,,Soda Can 6-Pack,,,Paquete de 6 latas de refresco,,,,,,,,,,
decoSodaCan6PackCorner,blocks,Block,,,,Soda Can 6-Pack,,,Paquete de 6 latas de refresco,,,,,,,,,,
decoSodaCanSingle,blocks,Block,,,,Soda Can,,,Lata de refresco,,,,,,,,,,
decoSprayCans,blocks,Block,,,,Spray Cans,,,Latas de aerosol,,,,,,,,,,
decoStationaryBike,blocks,Block,,,,Stationary Bike,,,Bicicleta estacionada,,,,,,,,,,
decoStudioCamera,blocks,Block,,,,Studio Camera,,,Cámara de estudio,,,,,,,,,,
decoSwingSet,blocks,Block,,,,Swing Set,,,Conjunto de columpios,,,,,,,,,,
decoTableRound,blocks,Block,,,,Round Table,,,Mesa redonda,,,,,,,,,,
decoToolSetClosed,blocks,Block,,,,Tools Set,,,Juego de herramientas,,,,,,,,,,
decoToolSetOpen,blocks,Block,,,,"Tools Set, Open",,,"Juego de herramientas, abierto",,,,,,,,,,
decoTreadmill,blocks,Block,,,,Treadmill,,,Cinta,,,,,,,,,,
decoWeightBar,blocks,Block,,,,Weight Bar,,,Barra de pesas,,,,,,,,,,
decoWildWestWagon,blocks,Block,,,,Wild West Wagon,,,Vagón del viejo Oeste,,,,,,,,,,
decoWildWestWagonWheelBack,blocks,Block,,,,Wild West Wagon Wheel Back,,,Parte trasera del volante del vagón del viejo Oeste,,,,,,,,,,
decoWildWestWagonWheelFront,blocks,Block,,,,Wild West Wagon Wheel Front,,,Parte delantera del volante del vagón del viejo Oeste,,,,,,,,,,
decoWildWestWagonWheelFrontOffsetTrader,blocks,Block,,,,Wild West Wagon Wheel Front Offset,,,Parte delantera inclinada de rueda de vagón del viejo Oeste,,,,,,,,,,
decoWineBottle,blocks,Block,,,,Wine Bottle,,,Botella de vino,,,,,,,,,,
decoWineBottleCorner,blocks,Block,,,,Wine Bottle Corner,,,Esquina de botella de vino,,,,,,,,,,
decoWineBottlePile01,blocks,Block,,,,Wine Bottle Pile 01,,,Montón de botellas de vino 01,,,,,,,,,,
decoWineBottlePile02,blocks,Block,,,,Wine Bottle Pile 02,,,Montón de botellas de vino 02,,,,,,,,,,
decoWineBottleShelfRow,blocks,Block,,,,Wine Bottle Shelf Row,,,Estantería de botellas de vino,,,,,,,,,,
decoWoodCTRQuarterSquareTop,blocks,Block,,,,Wood 1/4 Block Centered Square Top,,,Parte superior cuadrada de 1/4 de bloque de madera centrado,,,,,,,,,,
decoWoodPillar50SquareTop,blocks,Block,,,,Wood Pillar 50 Square Top,,,Parte superior cuadrada de pilar de madera 50,,,,,,,,,,
deprecatedItemBlockDesc,blocks,Block,,,,This item or block has been removed from the game or is planned to be removed. The ID persists for savegame compatibility.,,,Este objeto o bloque ha sido eliminado del juego o se eliminará en el futuro. La ID continúa siendo la misma para la compatibilidad de la partida guardada.,,,,,,,,,,
deskLampLight02BGrey,blocks,Block,,,,Grey Desk Lamp 02,,,Lámpara de escritorio gris 02,,,,,,,,,,
deskLampLight02Black,blocks,Block,,,,Black Desk Lamp 02,,,Lámpara de escritorio negra 02,,,,,,,,,,
deskLampLight02Blue,blocks,Block,,,,Blue Desk Lamp 02,,,Lámpara de escritorio azul 02,,,,,,,,,,
deskLampLight02BPurple,blocks,Block,,,,Purple Desk Lamp 02,,,Lámpara de escritorio violeta 02,,,,,,,,,,
deskLampLight02Brown,blocks,Block,,,,Brown Desk Lamp 02,,,Lámpara de escritorio marrón 02,,,,,,,,,,
deskLampLight02Green,blocks,Block,,,,Green Desk Lamp 02,,,Lámpara de escritorio verde 02,,,,,,,,,,
deskLampLight02Orange,blocks,Block,,,,Orange Desk Lamp 02,,,Lámpara de escritorio naranja 02,,,,,,,,,,
deskLampLight02Pink,blocks,Block,,,,Pink Desk Lamp 02,,,Lámpara de escritorio rosa 02,,,,,,,,,,
deskLampLight02Red,blocks,Block,,,,Red Desk Lamp 02,,,Lámpara de escritorio roja 02,,,,,,,,,,
deskLampLight02White,blocks,Block,,,,White Desk Lamp 02,,,Lámpara de escritorio blanca 02,,,,,,,,,,
deskLampLight02Yellow,blocks,Block,,,,Yellow Desk Lamp 02,,,Lámpara de escritorio amarilla 02,,,,,,,,,,
devOnlyGroupDesc,blocks,Block,,,,Only use for development and testing.,,,Se usa solo para desarrollo y testeo.,,,,,,,,,,
dewCollectorDesc,blocks,Block,,,,Collects dew over time. Unfiltered water should be boiled in a cooking pot before use.\nWorks best outdoors or with 6 air blocks above them.\nRepair with Scrap Polymers.,,,Recoge el rocío a lo largo del tiempo. El agua sin filtrar debe hervirse en una olla antes de usarse.\nFunciona mejor al aire libre o con 6 bloques de aire por encima.\nSe repara con polímeros de chatarra.,,,,,,,,,,
diningTable01,blocks,Block,,,,Dining Table,,,Mesa de comedor,,,,,,,,,,
doorTrim1m,blocks,Block,,,,Door Trim 1m,,,Embellecedor de puerta de 1 m,,,,,,,,,,
doorTrimHalfm,blocks,Block,,,,Door Trim Half Meter,,,Embellecedor de puerta de medio metro,,,,,,,,,,
doorWoodLargeGate,blocks,Block,,,,Large Wood Gate,,,Puerta de madera grande,,,,,,,,,,
driftwood,blocks,Block,,,,Driftwood 01,,,Madera de deriva 01,,,,,,,,,,
driftwood2,blocks,Block,,,,Driftwood 02,,,Madera de deriva 02,,,,,,,,,,
driftwood3,blocks,Block,,,,Driftwood 03,,,Madera de deriva 03,,,,,,,,,,
drinkingfountainDouble,blocks,Block,,,,Drinking Fountain Double,,,Bebedero doble,,,,,,,,,,
drinkingfountainSingle,blocks,Block,,,,Drinking Fountain Single,,,Bebedero individual,,,,,,,,,,
dryWallStack,blocks,Block,,,,Drywall Stack,,,Pila de planchas de yeso,,,,,,,,,,
ductControlPanel,blocks,Block,,,,Duct Control Panel,,,Panel de control de canales,,,,,,,,,,
ductControlPanelCorner,blocks,Block,,,,Duct Control Panel Corner,,,Esquina de panel de control de canales,,,,,,,,,,
ductCornerDown,blocks,Block,,,,Duct Corner Down,,,Esquina de tubo hacia abajo,,,,,,,,,,
ductCornerSideCentered,blocks,Block,,,,Duct Corner Side Centered,,,Esquina de tubo centrado al costado,,,,,,,,,,
ductCornerUp,blocks,Block,,,,Duct Corner Up,,,Esquina de tubo hacia arriba,,,,,,,,,,
ductSoft,blocks,Block,,,,Duct Soft,,,Tubo ligero,,,,,,,,,,
ductSoftCorner,blocks,Block,,,,Duct Soft Corner,,,Esquina de tubo ligero,,,,,,,,,,
ductSoftCorner2,blocks,Block,,,,Duct Soft Corner 2,,,Esquina de tubo ligero 2,,,,,,,,,,
ductStraightCentered,blocks,Block,,,,Duct Straight,,,Tubo recto,,,,,,,,,,
ductStraightSideCentered,blocks,Block,,,,Duct Straight Side Centered,,,Tubo recto centrado al costado,,,,,,,,,,
electricalBox01,blocks,Block,,,,Electrical Box 01,,,Caja eléctrica 01,,,,,,,,,,
electricalBox02,blocks,Block,,,,Electrical Box 02,,,Caja eléctrica 02,,,,,,,,,,
elevatorDoor,blocks,Block,,,,Elevator Door,,,Puerta de ascensor,,,,,,,,,,
elevatorDoorDouble,blocks,Block,,,,Elevator Door Double,,,Puerta doble de ascensor,,,,,,,,,,
elevatorDoorTenthBlock,blocks,Block,,,,Elevator Door Centered,,,Puerta de ascensor centrada,,,,,,,,,,
elevatorInsidePanel,blocks,Block,,,,Elevator Inside Button Panel,,,Panel de botones interior de ascensor,,,,,,,,,,
elevatorInsidePanelHalfBlock,blocks,Block,,,,Elevator Inside Button Panel 1/2 Block Offset,,,Panel de botones interior de ascensor 1/2 bloque inclinado,,,,,,,,,,
elevatorInsidePanelPlateOffest,blocks,Block,,,,Elevator Inside Button Panel Plate Offset,,,Placa inclinada de panel de botones interior de ascensor,,,,,,,,,,
elevatorOutsideButtonPanel,blocks,Block,,,,Elevator Outside Button Panel,,,Panel de botones exterior de ascensor,,,,,,,,,,
elevatorOutsideButtonPanelHalfBlock,blocks,Block,,,,Elevator Outside Button Panel 1/2 Block Offset,,,Panel de botones exterior de ascensor 1/2 bloque inclinado,,,,,,,,,,
elevatorOutsideButtonPanelTenthBlock,blocks,Block,,,,Elevator Outside Button Panel Plate Block Offset,,,Placa de bloque inclinado de panel de botones exterior de ascensor,,,,,,,,,,
elevatorOutsideFloorPanel,blocks,Block,,,,Elevator Outside Floor Panel,,,Panel de suelo exterior de ascensor,,,,,,,,,,
elevatorOutsideFloorPanelDouble,blocks,Block,,,,Elevator Outside Floor Panel Double,,,Panel de suelo exterior doble de ascensor,,,,,,,,,,
elevatorOutsideFloorPanelHalfBlock,blocks,Block,,,,Elevator Outside Floor Panel 1/2 Block Offset,,,Panel de suelo exterior de ascensor 1/2 bloque inclinado,,,,,,,,,,
elevatorOutsideFloorPanelHalfBlockDouble,blocks,Block,,,,Elevator Outside Floor Panel 1/2 Block Offset Double,,,Panel de suelo exterior doble de ascensor 1/2 bloque inclinado,,,,,,,,,,
elevatorOutsideFloorPanelTenthBlock,blocks,Block,,,,Elevator Outside Floor Panel Plate Block Offset,,,Placa de bloque inclinado de panel de suelo exterior de ascensor,,,,,,,,,,
emberPileDeco1,blocks,Block,,,,Ember Pile 1 Deco,,,Adorno de pila de brasas 1,,,,,,,,,,
emberPileDeco2,blocks,Block,,,,Ember Pile 2 Deco,,,Adorno de pila de brasas 2,,,,,,,,,,
emberPileDeco3,blocks,Block,,,,Ember Pile 3 Deco,,,Adorno de pila de brasas 3,,,,,,,,,,
emberPileDeco4,blocks,Block,,,,Ember Pile 4 Deco,,,Adorno de pila de brasas 4,,,,,,,,,,
emberPileDeco5,blocks,Block,,,,Ember Pile 5 Deco,,,Adorno de pila de brasas 5,,,,,,,,,,
emberPileDeco6,blocks,Block,,,,Ember Pile 6 Deco,,,Adorno de pila de brasas 6,,,,,,,,,,
emberPileDeco7,blocks,Block,,,,Ember Pile 7 Deco,,,Adorno de pila de brasas 7,,,,,,,,,,
emberPileDeco8,blocks,Block,,,,Ember Pile 8 Deco,,,Adorno de pila de brasas 8,,,,,,,,,,
emberPileFireplaceLogsLightPOI,blocks,Block,,,,"Ember Pile, Fireplace Logs, Light (POI)",,,"Adorno de pila de brasas, leños (PDI)",,,,,,,,,,
emberPileLightPOI1,blocks,Block,,,,Ember Pile 1 Light (POI),,,Adorno de pila de brasas ligera 1 (PDI),,,,,,,,,,
emberPileLightPOI2,blocks,Block,,,,Ember Pile 2 Light (POI),,,Adorno de pila de brasas ligera 2 (PDI),,,,,,,,,,
endTable,blocks,Block,,,,End Table,,,Mesita,,,,,,,,,,
endTableLamp,blocks,Block,,,,End Table Lamp,,,Lámpara de mesita,,,,,,,,,,
escalatorBottom,blocks,Block,,,,Escalator Bottom,,,Parte inferior de escalera mecánica,,,,,,,,,,
escalatorFiller,blocks,Block,,,,Escalator Filler,,,Relleno de escalera mecánica,,,,,,,,,,
escalatorMiddle,blocks,Block,,,,Escalator Middle,,,Parte media de escalera mecánica,,,,,,,,,,
escalatorPreTop,blocks,Block,,,,Escalator Pre-Top,,,Parte presuperior de escalera mecánica,,,,,,,,,,
escalatorTop,blocks,Block,,,,Escalator Top,,,Parte superior de escalera mecánica,,,,,,,,,,
excavatorBlue,blocks,Block,,,,Blue Excavator,,,Excavadora azul,,,,,,,,,,
excavatorClawBlue,blocks,Block,,,,Blue Claw Excavator,,,Excavadora con garra azul,,,,,,,,,,
excavatorClawGreen,blocks,Block,,,,Green Claw Excavator,,,Excavadora con garra verde,,,,,,,,,,
excavatorClawGrey,blocks,Block,,,,Grey Claw Excavator,,,Excavadora con garra gris,,,,,,,,,,
excavatorClawOrange,blocks,Block,,,,Orange Claw Excavator,,,Excavadora con garra naranja,,,,,,,,,,
excavatorClawRed,blocks,Block,,,,Red Claw Excavator,,,Excavadora con garra roja,,,,,,,,,,
excavatorClawWhite,blocks,Block,,,,White Claw Excavator,,,Excavadora con garra blanca,,,,,,,,,,
excavatorClawYellow,blocks,Block,,,,Yellow Claw Excavator,,,Excavadora con garra amarilla,,,,,,,,,,
excavatorGreen,blocks,Block,,,,Green Excavator,,,Excavadora verde,,,,,,,,,,
excavatorGrey,blocks,Block,,,,Grey Excavator,,,Excavadora gris,,,,,,,,,,
excavatorOrange,blocks,Block,,,,Orange Excavator,,,Excavadora naranja,,,,,,,,,,
excavatorRed,blocks,Block,,,,Red Excavator,,,Excavadora roja,,,,,,,,,,
